,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
10,47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,59.0,72.0,-0.09923664046384244,0.12140871165763788,11.988888888888889,0.4068581643319588,4.95829882128834,11.988888888888889,439.0,1079.0,439.0,0.0,6.481927710843373
11,48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,48.0,24.0,0.3333333287037038,0.10449927415892703,12.087719298245615,0.47314942334551185,5.024347488636451,12.087719298245615,326.0,689.0,326.0,0.0,7.029027576197388
12,49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,50.0,31.0,0.23456789833866792,0.11111111095869532,9.1125,0.3703703195651139,3.7931481278260457,9.1125,270.0,729.0,270.0,1.0,6.209876543209877
13,50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,77.0,26.0,0.49514562626072206,0.12364945963547484,13.883333333333333,0.3829531352997437,5.706514587453231,13.883333333333333,319.0,833.0,319.0,3.0,6.380552220888355
14,51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,82.0,22.0,0.5769230713757397,0.11967779042614754,11.0,0.40276174881913135,4.561104699527653,11.0,350.0,869.0,350.0,1.0,6.492520138089758
15,52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,29.0,0.0,0.9999999655172426,0.0929487176508054,14.857142857142858,0.48076907667657803,6.135164773527775,14.857142857142858,150.0,312.0,150.0,0.0,6.910256410256411
16,53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,111.0,39.0,0.47999999680000005,0.1637554583365115,114.5,0.36899559290441125,45.94759823716177,114.5,338.0,916.0,338.0,1.0,6.320960698689956
17,54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,31.0,0.0,0.9999999677419364,0.0727699528808217,9.681818181818182,0.46009378871037826,4.0567647882114235,9.681818181818182,196.0,426.0,196.0,0.0,6.586854460093897
18,55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,18.0,6.0,0.4999999791666675,0.05839416044186336,10.538461538461538,0.518248049088066,4.422683835019842,10.538461538461538,213.0,411.0,213.0,1.0,7.248175182481752
19,56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,2.0,3.0,-0.199999960000008,0.04464285674426021,18.666666666666668,0.428571045918709,7.638095085034151,18.666666666666668,48.0,112.0,48.0,0.0,6.526785714285714
20,57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
21,58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,36.0,80.0,-0.37931034155766946,0.1504539557062854,14.277777777777779,0.3839169411262074,5.864677887561594,14.277777777777779,296.0,771.0,296.0,0.0,6.543450064850843
22,59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,21.0,16.0,0.1351351314828343,0.09113300470164284,14.5,0.37684719782088727,5.950738879128355,14.5,153.0,406.0,153.0,0.0,6.357142857142857
23,60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,73.0,43.0,0.2586206874256837,0.11860940683168772,8.972477064220184,0.3650306375224297,3.7350030806970462,8.972477064220184,357.0,978.0,357.0,0.0,6.474437627811861
24,61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,53.0,4.0,0.8596491077254543,0.1515957442776709,8.744186046511627,0.41755308043801054,3.664695650779855,8.744186046511627,157.0,376.0,157.0,1.0,6.73404255319149
25,62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,8.0,2.0,0.599999940000006,0.04291845475142294,14.5625,0.2918453683067089,5.941738147322684,14.5625,68.0,233.0,68.0,0.0,6.068669527896995
26,63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,30.0,8.0,0.578947353185596,0.08444444425679012,13.235294117647058,0.37333325037038884,5.443450947206979,13.235294117647058,168.0,450.0,168.0,0.0,6.142222222222222
27,64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,17.0,8.0,0.35999998560000057,0.08591065262573659,16.166666666666668,0.4192438421842467,6.6343642035403665,16.166666666666668,122.0,291.0,122.0,1.0,6.470790378006873
28,65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,32.0,9.0,0.560975596073766,0.21578947254847647,7.037037037037037,0.36315770360120864,2.9600778962552985,7.037037037037037,69.0,190.0,69.0,0.0,7.031578947368421
29,66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,6.0,0.0,0.9999998333333611,0.06382978655500227,9.4,0.5531909008607437,3.9812763603442978,9.4,52.0,94.0,52.0,0.0,7.319148936170213
30,67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,29.0,38.0,-0.1343283562040544,0.1622276025127661,7.509090909090909,0.3123485926516725,3.128575800697033,7.509090909090909,129.0,413.0,129.0,0.0,6.099273607748184
31,68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,12.0,3.0,0.5999999600000027,0.1401869145776924,13.375,0.3084109267187601,5.473364370687505,13.375,33.0,107.0,33.0,0.0,6.037383177570093
32,69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,51.0,12.0,0.6190476092214665,0.1518072285498621,13.833333333333334,0.467469766874755,5.720321240083236,13.833333333333334,194.0,415.0,194.0,0.0,7.055421686746988
33,70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,2.0,7.0,-0.5555554938271674,0.11392404919083482,15.8,0.2531642365009664,6.421265694600388,15.8,20.0,79.0,20.0,0.0,5.987341772151899
34,71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,9.0,25.0,-0.47058822145328766,0.18279569794195863,8.857142857142858,0.32795681292644463,3.6740398680277213,8.857142857142858,61.0,186.0,61.0,0.0,6.354838709677419
35,72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,36.0,54.0,-0.1999999977777778,0.0922131146596177,13.36986301369863,0.4559425762353918,5.5303222359736095,13.36986301369863,445.0,976.0,445.0,0.0,7.116803278688525
36,73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,57.0,23.0,0.4249999946875001,0.09070294774296718,12.970588235294118,0.31859406818661357,5.315672921392292,12.970588235294118,281.0,882.0,281.0,0.0,6.291383219954649
37,74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,54.0,36.0,0.1999999977777778,0.11194029836823347,9.925925925925926,0.3383084156332816,4.105693736623683,9.925925925925926,272.0,804.0,272.0,0.0,6.246268656716418
38,75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,26.0,7.0,0.5757575583103771,0.08571428549165121,6.311475409836065,0.35844146533987914,2.667966750070378,6.311475409836065,138.0,385.0,138.0,0.0,6.355844155844156
39,76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,56.0,7.0,0.777777765432099,0.09516616299823842,10.184615384615384,0.3141993483082556,4.199525893169456,10.184615384615384,208.0,662.0,208.0,1.0,6.347432024169184
40,77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,41.0,6.0,0.7446808352195567,0.20258620602333532,15.466666666666667,0.40948258211957667,6.350459699514498,15.466666666666667,95.0,232.0,95.0,0.0,6.504310344827586
41,78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,51.0,17.0,0.49999999264705897,0.07272727264948955,13.75,0.4074865874345896,5.6629946349738365,13.75,381.0,935.0,381.0,1.0,6.488770053475936
42,79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,39.0,77.0,-0.32758620407253275,0.230616301728397,6.706666666666667,0.34194824215740716,2.81944596352963,6.706666666666667,172.0,503.0,172.0,0.0,6.3041749502982105
43,80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,72.0,24.0,0.49999999479166674,0.17021276565565113,7.421052631578948,0.2872339916251788,3.0833146492816508,7.421052631578948,162.0,564.0,162.0,3.0,6.01063829787234
44,81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,22.0,35.0,-0.2280701714373654,0.09810671239568552,13.833333333333334,0.27194487574098525,5.642111283629728,13.833333333333334,158.0,581.0,158.0,0.0,5.862306368330465
45,82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,33.0,26.0,0.11864406578569381,0.09394904443638687,10.64406779661017,0.42038209866527093,4.425779958110176,10.64406779661017,264.0,628.0,264.0,0.0,6.627388535031847
46,83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,38.0,82.0,-0.36666666361111117,0.23166023121301113,7.194444444444445,0.3494207819651,3.017546090563818,7.194444444444445,181.0,518.0,181.0,0.0,6.318532818532819
47,84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,27.0,13.0,0.34999999125000025,0.11267605602063083,12.678571428571429,0.39718298670901786,5.230301766112179,12.678571428571429,141.0,355.0,141.0,0.0,6.3605633802816905
48,85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,9.0,8.0,0.05882352595155729,0.10759493602788016,15.8,0.37341748517880685,6.469366994071523,15.8,59.0,158.0,59.0,0.0,6.506329113924051
49,86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,27.0,20.0,0.14893616704391135,0.10779816489037118,18.956521739130434,0.3876145899966537,7.737654531650836,18.956521739130434,169.0,436.0,169.0,0.0,6.6880733944954125
50,87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,28.0,34.0,-0.09677419198751304,0.09024745256150297,12.49090909090909,0.3595341543618407,5.140177298108373,12.49090909090909,247.0,687.0,247.0,0.0,6.304221251819505
51,88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,46.0,13.0,0.5593220244182708,0.028780487790838787,10.56701030927835,0.29268291255205303,4.343877288732162,10.56701030927835,600.0,2050.0,600.0,0.0,6.108780487804878
52,89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,43.0,58.0,-0.14851485001470446,0.10990206734504672,11.207317073170731,0.40805218628376644,4.646147703781799,11.207317073170731,375.0,919.0,375.0,0.0,6.618063112078346
53,90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,32.0,74.0,-0.3962264113563546,0.1163556530007073,15.440677966101696,0.44346866701770943,6.353658653247763,15.440677966101696,404.0,911.0,404.0,0.0,6.884742041712404
54,91,https://insights.blackcoffer.com/human-rights-outlook/,6.0,1.0,0.7142856122449125,0.09090908972845338,12.833333333333334,0.25973992241568516,5.237229302299608,12.833333333333334,20.0,77.0,20.0,0.0,5.896103896103896
55,92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,44.0,4.0,0.8333333159722226,0.10212765935717519,12.368421052631579,0.3170212091444236,5.074176904710401,12.368421052631579,149.0,470.0,149.0,0.0,6.170212765957447
56,93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,50.0,35.0,0.17647058615916958,0.09169363528404138,7.7899159663865545,0.3937432153459315,3.273463672692994,7.7899159663865545,365.0,927.0,365.0,0.0,6.407766990291262
57,94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,59.0,15.0,0.5945945865595327,0.07872340417157085,10.444444444444445,0.3627659188546895,4.322884145319654,10.444444444444445,341.0,940.0,341.0,1.0,6.445744680851064
58,95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,41.0,35.0,0.07894736738227148,0.12479474527948317,13.533333333333333,0.3464695654401371,5.551921159509388,13.533333333333333,211.0,609.0,211.0,0.0,6.264367816091954
59,96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,19.0,45.0,-0.4062499936523439,0.06445115804184173,16.83050847457627,0.42094658399329465,6.900582023427827,16.83050847457627,418.0,993.0,418.0,0.0,6.680765357502517
60,97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,20.0,45.0,-0.384615378698225,0.1210428303146316,11.425531914893616,0.3594040299061397,4.713974377919903,11.425531914893616,193.0,537.0,193.0,0.0,6.4860335195530725
61,98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,45.0,56.0,-0.10891089001078327,0.16057233678764335,8.73611111111111,0.3751986684898778,3.6445239118403956,8.73611111111111,236.0,629.0,236.0,0.0,6.375198728139905
62,99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,34.0,29.0,0.07936507810531622,0.104999999825,16.666666666666668,0.3916666013888998,6.823333307222227,16.666666666666668,235.0,600.0,235.0,0.0,6.465
63,100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,29.0,43.0,-0.19444444174382722,0.09876543196328473,13.254545454545454,0.36762683571648347,5.448868916104775,13.254545454545454,268.0,729.0,268.0,0.0,6.589849108367627
64,101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,6.0,3.0,0.33333329629630043,0.09183673375676803,10.88888888888889,0.2551017805083872,4.457596267758911,10.88888888888889,25.0,98.0,25.0,0.0,5.857142857142857
65,102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,30.0,47.0,-0.2207792179119582,0.1294117644883836,10.084745762711865,0.3647058210578452,4.179780633507884,10.084745762711865,217.0,595.0,217.0,0.0,6.391596638655463
66,103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,14.0,27.0,-0.31707316299821553,0.1154929574211466,10.441176470588236,0.3915491854791027,4.333090262426936,10.441176470588236,139.0,355.0,139.0,0.0,6.405633802816902
67,104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,31.0,64.0,-0.34736841739612195,0.14437689947663085,13.428571428571429,0.4209725803993039,5.539817603588293,13.428571428571429,277.0,658.0,277.0,0.0,6.724924012158055
68,105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,32.0,36.0,-0.05882352854671282,0.12903225781967315,14.243243243243244,0.32827318249085724,5.8286065702936405,14.243243243243244,173.0,527.0,173.0,0.0,6.218216318785578
69,106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,3.0,0.0,0.9999996666667778,0.029702970002940893,25.25,0.3168313694738916,10.226732547789558,25.25,32.0,101.0,32.0,0.0,6.336633663366337
70,107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,24.0,3.0,0.7777777489711944,0.08766233737771968,11.407407407407407,0.30519470610561494,4.685040845405209,11.407407407407407,94.0,308.0,94.0,0.0,5.967532467532467
71,108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,37.0,59.0,-0.22916666427951393,0.18640776662833444,17.166666666666668,0.39805817513433495,7.025889936720401,17.166666666666668,205.0,515.0,205.0,0.0,6.625242718446602
72,109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,32.0,30.0,0.03225806399583768,0.18731117768183933,11.413793103448276,0.232628328511079,4.658568572783742,11.413793103448276,77.0,331.0,77.0,0.0,5.61631419939577
73,110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,10.0,43.0,-0.6226414976860095,0.08731466212962988,13.195652173913043,0.3690279457944076,5.42587204788298,13.195652173913043,224.0,607.0,224.0,0.0,6.484349258649094
74,111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,25.0,37.0,-0.19354838397502608,0.10877192963373346,11.176470588235293,0.41052624376732566,4.634798732801047,11.176470588235293,234.0,570.0,234.0,0.0,6.717543859649123
75,112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,41.0,57.0,-0.1632653044564765,0.16306156378858308,11.557692307692308,0.3760398708752295,4.773492871427016,11.557692307692308,226.0,601.0,226.0,0.0,6.637271214642263
76,113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,21.0,21.0,0.0,0.09333333312592593,13.636363636363637,0.3933332459259454,5.611878752915833,13.636363636363637,177.0,450.0,177.0,0.0,6.544444444444444
77,114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,57.0,52.0,0.04587155921218753,0.1294536815564683,12.382352941176471,0.35391919787182924,5.0945088556193205,12.382352941176471,298.0,842.0,298.0,0.0,6.324228028503563
78,115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,30.0,42.0,-0.1666666643518519,0.0831408775021468,14.433333333333334,0.39722859154404255,5.932224769950951,14.433333333333334,344.0,866.0,344.0,0.0,6.608545034642033
79,116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,30.0,26.0,0.07142857015306125,0.12307692280642435,45.5,0.1824175423258149,18.272967016930327,45.5,83.0,455.0,83.0,0.0,5.410989010989011
80,117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,52.0,88.0,-0.25714285530612246,0.13888888875110228,15.507692307692308,0.37202377261668923,6.3518864321235995,15.507692307692308,375.0,1008.0,375.0,0.0,6.5
81,118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,52.0,56.0,-0.037037036694101515,0.17363344023531602,8.18421052631579,0.2636655524653453,3.3791504315124543,8.18421052631579,164.0,622.0,164.0,0.0,5.958199356913183
82,119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,11.0,15.0,-0.15384614792899431,0.13333333264957264,13.928571428571429,0.4461536173571193,5.74989001837142,13.928571428571429,87.0,195.0,87.0,0.0,7.153846153846154
83,120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,56.0,99.0,-0.2774193530489074,0.11950655349305585,14.908045977011493,0.37625286227811394,6.113719535715844,14.908045977011493,488.0,1297.0,488.0,0.0,6.478026214340787
84,121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,57.0,65.0,-0.06557376995431337,0.16288384490936736,12.080645161290322,0.2750333411170439,4.942271400962947,12.080645161290322,206.0,749.0,206.0,0.0,5.921228304405875
85,122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,48.0,72.0,-0.19999999833333335,0.12409513947870203,11.511904761904763,0.3371250944027824,4.739611942523019,11.511904761904763,326.0,967.0,326.0,0.0,6.226473629782833
86,123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,58.0,90.0,-0.21621621475529584,0.14424951252997123,13.864864864864865,0.34405454736310453,5.683567764891188,13.864864864864865,353.0,1026.0,353.0,0.0,6.376218323586745
87,124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,26.0,43.0,-0.24637680802352452,0.12568305988035872,11.4375,0.36976313847665965,4.722905255390664,11.4375,203.0,549.0,203.0,0.0,6.500910746812386
88,125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,67.0,22.0,0.5056179718469891,0.08953722324996255,15.777777777777779,0.42857138545559503,6.482539665293349,15.777777777777779,426.0,994.0,426.0,0.0,6.7917505030181085
89,126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,22.0,25.0,-0.06382978587596201,0.10173160151140347,14.4375,0.36580078662320636,5.921320314649282,14.4375,169.0,462.0,169.0,0.0,6.5995670995671
90,127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,43.0,90.0,-0.3533834559895981,0.17686170189247113,13.672727272727272,0.3922871818767045,5.626005781841592,13.672727272727272,295.0,752.0,295.0,0.0,6.644946808510638
91,128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,9.0,17.0,-0.30769229585798863,0.1666666655982906,11.142857142857142,0.44230740877730207,4.6340658206537775,11.142857142857142,69.0,156.0,69.0,0.0,6.673076923076923
92,129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,8.0,9.0,-0.05882352595155729,0.06137184093367567,13.85,0.38267134199590547,5.6930685367983624,13.85,106.0,277.0,106.0,0.0,6.447653429602888
93,130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,27.0,72.0,-0.45454544995408636,0.09183673460868577,22.458333333333332,0.34044523743550675,9.119511428307536,22.458333333333332,367.0,1078.0,367.0,0.0,6.3311688311688314
94,131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,97.0,32.0,0.5038759650862329,0.12696850381203886,14.514285714285714,0.39763775613801616,5.9647693881694925,14.514285714285714,404.0,1016.0,404.0,0.0,6.561023622047244
95,132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,37.0,23.0,0.23333332944444451,0.07352941167459631,14.068965517241379,0.34558819294262344,5.7658214840736015,14.068965517241379,282.0,816.0,282.0,0.0,6.257352941176471
96,133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,31.0,24.0,0.12727272495867772,0.13095238064058956,16.153846153846153,0.5095236882086457,6.66534793682192,16.153846153846153,214.0,420.0,214.0,0.0,7.1380952380952385
97,134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,9.0,10.0,-0.05263157617728546,0.0954773864548875,16.583333333333332,0.41206009444216357,6.798157371110199,16.583333333333332,82.0,199.0,82.0,0.0,6.798994974874372
98,135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,12.0,8.0,0.1999999900000005,0.10695187108581887,12.466666666666667,0.2513367639910353,5.087201372263081,12.466666666666667,47.0,187.0,47.0,0.0,5.732620320855615
99,136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,2.0,21.0,-0.8260869206049165,0.11557788886644277,9.95,0.4371857099569297,4.154874283982772,9.95,87.0,199.0,87.0,0.0,6.5125628140703515
100,137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,5.0,9.0,-0.2857142653061239,0.10606060525711664,18.857142857142858,0.3106058252986172,7.66709947297659,18.857142857142858,41.0,132.0,41.0,0.0,6.136363636363637
101,138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,6.0,12.0,-0.3333333148148158,0.12676056248760167,10.923076923076923,0.4225349137078072,4.538244734713892,10.923076923076923,60.0,142.0,60.0,0.0,6.584507042253521
102,139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,7.0,0.0,0.9999998571428775,0.07142857069970847,16.333333333333332,0.459183204915097,6.717006615299372,16.333333333333332,45.0,98.0,45.0,0.0,6.857142857142857
103,140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,22.0,50.0,-0.38888888348765444,0.13980582497125082,13.91891891891892,0.34757274804412663,5.706596666785218,13.91891891891892,179.0,515.0,179.0,0.0,6.466019417475728
104,141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,10.0,22.0,-0.3749999882812504,0.12903225754422476,17.714285714285715,0.33064502796571454,7.217972296900573,17.714285714285715,82.0,248.0,82.0,0.0,6.334677419354839
105,142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,50.0,77.0,-0.21259842352284705,0.12662013945501482,13.73972602739726,0.38484542523973825,5.6498285810548,13.73972602739726,386.0,1003.0,386.0,0.0,6.708873379860418
106,143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,6.0,29.0,-0.6571428383673475,0.10263929588668828,10.333333333333334,0.36656880745782777,4.279960856316465,10.333333333333334,125.0,341.0,125.0,0.0,6.475073313782991
107,144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
